phase,frame_ms,skin_ms,step_ms,graph_ms,path_ms,groups
6 · Phần phải sang khoang 3 trước,16.6671,10.0967,0.8652,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6660,10.0020,0.7932,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6667,10.3340,0.8662,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6697,10.4845,0.8897,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6651,10.7354,0.9353,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6664,11.1145,0.7896,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6948,10.5083,0.8525,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6531,10.3793,0.9220,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6649,10.6175,0.9985,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6674,10.1195,0.9485,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6718,10.4006,0.8277,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6583,10.4263,0.8866,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6686,10.4186,1.0066,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6663,10.2454,0.8624,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6763,10.4335,0.9105,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6589,10.2866,0.9594,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6677,10.2302,0.9391,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6666,10.4246,0.7841,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6647,10.4013,0.8721,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6764,10.2334,0.8742,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6657,10.8012,0.8994,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6655,10.5098,0.9380,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6673,10.5766,0.8419,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6792,10.6186,0.9511,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6683,10.4462,0.9503,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6690,10.7748,0.8900,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6677,10.5675,1.0296,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6784,10.4919,0.9507,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6561,10.6295,0.9902,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6659,10.9073,0.8840,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6800,10.6332,0.7806,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6671,10.6926,0.9169,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7135,10.2959,0.9306,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6674,10.0816,0.8628,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6728,10.4080,0.8230,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6695,9.8472,0.8254,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6693,9.7634,0.9632,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6663,9.8532,0.9571,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6663,10.0181,0.9764,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6673,9.9071,0.9116,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6684,10.0332,0.9664,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6665,9.8268,0.8901,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6660,9.9997,0.8088,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6668,9.9289,0.8973,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6757,10.1637,0.9878,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6668,9.9477,0.8046,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7053,10.0951,0.8973,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6932,9.9628,0.9470,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6826,10.1828,0.9911,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6946,10.1584,0.8774,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6884,10.0943,0.8525,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6840,10.0981,1.0354,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6875,9.9018,0.9438,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7041,10.2116,1.0167,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6825,10.0146,0.8578,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6675,10.2075,1.0179,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7050,10.0971,0.8973,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6663,10.1710,0.9346,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7048,10.0746,0.7843,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6675,9.8782,0.9148,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7054,9.8197,0.9085,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7085,9.4410,0.9327,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7100,9.0227,0.8889,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7297,9.0855,0.8608,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7008,8.9915,0.8879,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7356,9.0718,0.8707,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7168,8.9809,0.8901,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7413,8.9791,0.8451,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7524,9.1366,0.9860,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7627,8.7062,0.7930,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7689,8.9889,0.8434,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6959,9.0360,0.7973,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.8004,9.2911,0.8509,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.8101,9.1488,0.8245,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.8389,8.7978,0.9052,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.8548,8.8973,0.8789,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.8928,8.8128,0.9853,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.9131,8.8977,0.8669,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.9458,9.2474,0.8272,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.9918,8.9079,0.7774,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,17.0420,8.6434,0.7584,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,17.0886,8.4210,0.8090,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7945,8.4214,0.7965,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6628,8.3852,0.7826,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,17.1698,8.4647,0.7754,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,28.1239,8.4741,1.3483,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6660,8.1272,1.0470,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,17.2495,8.7657,0.9385,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6656,8.4457,1.5324,0.0000,0.6126,3
6 · Phần phải sang khoang 3 trước,16.6679,8.3798,0.8962,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6666,8.7737,0.8754,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6665,8.0758,1.0048,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6666,8.0594,0.9878,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6673,7.9671,0.8832,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6656,8.6893,1.0464,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6686,8.7214,0.9496,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6658,8.7877,1.0784,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6664,8.8442,1.0218,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6670,8.6285,0.8172,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6662,8.5268,1.1377,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6664,8.5504,0.8504,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6667,8.6351,0.8520,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6683,9.0486,0.9795,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6668,9.1545,1.0014,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6671,9.2974,1.0095,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.7015,9.3210,1.0543,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6624,9.3811,0.9521,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6672,9.3931,1.0026,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6958,9.5791,1.0787,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6622,9.7086,0.9757,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6670,9.1038,1.0385,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6725,9.5171,0.9777,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6700,9.6901,1.0640,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6630,9.3820,0.9013,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6678,9.4970,1.0230,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6656,9.6147,0.9928,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6897,9.4810,1.0379,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6676,9.8625,0.9923,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6649,9.7918,1.0376,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6689,9.9446,1.0709,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6808,9.6254,0.8490,0.0000,0.0000,3
6 · Phần phải sang khoang 3 trước,16.6695,9.7496,0.9816,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6649,10.0141,1.0344,235.3025,2.0128,3
7 · Phần trái vòng sau bánh răng tới B,266.9026,10.9134,4.8804,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,33.0615,10.4311,1.6749,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6674,10.5567,0.9315,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6673,10.9037,1.2116,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6692,10.7215,1.0825,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6633,10.9602,1.0664,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6931,10.9677,0.8643,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,10.6445,0.8745,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6672,10.5853,0.9907,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6661,10.5059,0.8538,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6664,10.6389,0.8732,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6676,10.3318,0.9257,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6661,10.9179,1.0158,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6673,10.6393,0.9625,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6658,11.1393,0.9204,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6676,11.6789,0.8296,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6674,11.1469,0.8356,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6681,11.3865,1.1159,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6662,11.5346,1.0234,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6653,11.4269,0.9110,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6669,11.5187,0.8368,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,11.5178,0.8500,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,11.1371,0.8421,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,11.1060,0.8395,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6677,11.2365,0.9533,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,11.4015,0.8353,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,11.2801,0.8369,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,10.8803,0.8453,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,10.6768,0.8437,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,10.5572,0.8204,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,10.5485,0.8262,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,10.3293,0.8269,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,10.3700,0.8606,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,10.2830,0.8408,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6678,10.1430,0.8123,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6661,10.0704,0.8753,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6664,9.9693,0.8247,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6673,9.8619,0.8394,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,9.8768,0.8255,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6669,9.8993,0.8167,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,9.8672,0.8121,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6705,9.5980,0.8147,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6631,9.8425,0.8247,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.3872,0.8264,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.7748,0.8413,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6662,9.7723,0.8768,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6671,9.3311,0.8305,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.2565,0.8143,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,9.3209,0.8291,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6685,9.2701,0.8588,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6648,9.2617,0.8353,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,9.2339,0.8044,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6671,9.2994,0.8487,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6669,9.7651,0.8331,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.2360,0.8523,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6669,9.3149,0.8492,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,9.3557,0.8350,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.1173,0.8302,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,9.4813,0.8403,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,9.3768,0.8268,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6662,9.3225,0.8455,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6699,9.3588,0.8447,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6639,9.3601,0.8519,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,9.7732,0.7848,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6672,9.8206,0.8388,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,9.7157,0.8193,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,10.1102,0.8457,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,10.1744,0.8032,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6669,9.8411,0.9066,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,9.6334,0.8151,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,10.0503,0.8087,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,10.0943,0.7896,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6660,9.7621,0.8154,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6681,9.7357,0.8411,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,9.5430,0.8094,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,9.9584,0.8885,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,10.2087,0.7967,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6721,9.9342,0.8349,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6617,9.9568,0.8640,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,9.9151,0.7993,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,10.0513,0.8456,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,10.2210,0.8567,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,10.0596,0.8016,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,9.9184,0.8625,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,9.9681,0.8528,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.6740,0.8290,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,10.1210,0.8119,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,9.8387,0.8751,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,9.8688,0.8471,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6674,9.8877,0.8052,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,10.1024,0.8500,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6660,9.7085,0.8570,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6677,10.0083,0.8332,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6661,9.8912,0.8430,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6671,9.5046,0.8188,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,9.3138,0.8469,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6669,9.3522,0.8031,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,9.2461,0.8399,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,9.2821,0.8361,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,8.9750,0.8420,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6671,9.3136,0.8459,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6659,8.8945,0.8240,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6673,8.8118,0.8247,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6770,8.7790,0.8260,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6660,8.7261,0.8262,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6675,9.0125,1.2496,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,9.0038,0.9415,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6672,9.2869,0.8723,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6658,9.1292,0.9566,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,8.7135,0.9231,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6685,8.7108,1.1095,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,8.4036,0.9866,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6648,8.7400,0.9385,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6673,8.7701,1.0207,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6677,9.0785,1.0547,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,8.8235,0.9140,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6658,8.8522,0.9237,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.7252,8.9235,0.9954,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6645,8.8208,1.0687,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6660,9.2578,0.9652,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6677,9.8165,0.9178,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.5350,0.9223,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6697,9.3012,0.9563,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6625,9.8713,0.9389,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6678,9.5899,1.1857,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6701,9.5006,0.9834,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6622,9.8162,0.8712,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6678,9.5804,1.0645,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6653,9.1772,0.8590,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6694,9.2490,1.3960,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6644,9.3304,0.8420,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6689,9.3948,1.0835,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6646,9.0838,0.8016,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6684,8.9566,1.0853,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6659,9.1373,0.8086,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6676,9.2311,0.9235,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6675,10.0044,0.9901,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6643,9.9955,0.8177,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6696,10.6198,0.9242,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6641,10.7727,0.9463,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6664,10.5064,0.8559,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6702,10.5159,0.9842,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6638,10.8454,0.9233,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,10.6150,0.8203,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6878,10.6934,1.0061,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6647,10.4294,0.8160,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6678,10.7987,0.9359,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6666,10.2656,1.0247,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6674,10.6024,0.9074,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6660,11.1917,0.9215,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6680,10.7530,0.8838,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6664,10.6168,0.8707,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6677,10.7287,0.9313,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6658,10.3810,0.8332,233.5766,0.6819,3
7 · Phần trái vòng sau bánh răng tới B,249.3327,9.5484,4.8350,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,33.9232,9.6177,2.1212,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,9.8035,0.8665,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6660,9.6797,0.7802,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6683,9.7666,0.8959,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6665,10.1129,0.7969,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6675,10.4589,0.9728,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6651,10.6113,0.8644,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6667,9.6889,0.9837,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6672,10.0448,1.0298,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6670,9.3917,0.8357,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6668,9.8906,0.9593,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6656,9.2920,0.7640,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6678,9.4856,0.9598,0.0000,0.0000,3
7 · Phần trái vòng sau bánh răng tới B,16.6663,9.0096,0.7961,0.0000,0.0000,3
